784||||-2.6120543
400||||-3.6255198
784||||-2.644805
400||||-3.6029243
784||||-2.644805
400||||-3.6029243
784||||-2.644805
400||||-3.6029243
784||||-2.644805
400||||-3.6029243
784||||-2.644805
400||||-3.6029243
784||||-2.644805
400||||-3.6029243
784||||-2.644805
400||||-3.6029243
784||||-2.644805
400||||-3.6029243
784||||-2.644805
400||||-3.6029243
784||||-2.644805
400||||-3.6029243
784||||-2.644805
400||||-3.6029243
784||||-2.644805
400||||-3.6029243
784||||-2.644805
400||||-3.6029243
784||||-2.644805
400||||-3.6029243
784||||-2.644805
400||||-3.6029243
784||||-2.644805
400||||-3.6029243
784||||-2.644805
400||||-3.6029243
784||||-2.644805
400||||-3.6029243
784||||-2.644805
400||||-3.6029243
784||||-2.644805
400||||-3.6029243
784||||-2.644805
400||||-3.6029243
784||||-2.644805
400||||-3.6029243
784||||-2.644805
400||||-3.6029243
784||||-2.644805
400||||-3.6029243
784||||-2.644805
400||||-3.6029243
784||||-2.644805
400||||-3.6029243
784||||-2.644805
400||||-3.6029243
784||||-2.644805
400||||-3.6029243
784||||-2.644805
400||||-3.6029243
784||||-2.644805
400||||-3.6029243
784||||-2.644805
400||||-3.6029243
784||||-2.644805
400||||-3.6029243
784||||-2.644805
400||||-3.6029243
784||||-2.644805
400||||-3.6029243
784||||-2.644805
400||||-3.6029243
784||||-2.644805
400||||-3.6029243
784||||-2.644805
400||||-3.6029243
784||||-2.644805
400||||-3.6029243
784||||-2.644805
400||||-3.6029243
784||||-2.644805
400||||-3.6029243
784||||-2.644805
400||||-3.6029243
784||||-2.644805
400||||-3.6029243
784||||-2.644805
400||||-3.6029243
784||||-2.644805
400||||-3.6029243
784||||-2.644805
400||||-3.6029243
784||||-2.644805
400||||-3.6029243
784||||-2.644805
400||||-3.6029243
784||||-2.644805
400||||-3.6029243
784||||-2.644805
400||||-3.6029243
784||||-2.644805
400||||-3.6029243
784||||-2.644805
400||||-3.6029243
784||||-2.644805
400||||-3.6029243
784||||-2.644805
400||||-3.6029243
784||||-2.644805
400||||-3.6029243
784||||-2.644805
400||||-3.6029243
784||||-2.644805
400||||-3.6029243
784||||-2.644805
400||||-3.6029243
784||||-2.644805
400||||-3.6029243
784||||-2.644805
400||||-3.6029243
784||||-2.644805
400||||-3.6029243
784||||-2.644805
